epoch,train_loss_all,train_acc_all,val_loss_all,val_acc_all
0,0.11392644772099124,0.0006459948320413437,0.04991657017833657,0.0
1,0.03184794417272011,0.0,0.027675191561381023,0.0
2,0.026233414188027382,0.0,0.0222017222808467,0.0
3,0.024896475589937635,0.0,0.025593390067418415,0.0
4,0.022963957550625008,0.0,0.020432234120865662,0.0
5,0.02588633561713828,0.0,0.01873291087233358,0.0
6,0.02196297463443544,0.0,0.0172231314289901,0.0
7,0.01804634773482879,0.0,0.019279253772563405,0.0
8,0.022846417915489938,0.0,0.01660142983827326,0.0
9,0.01792904920876026,0.0,0.01886814170413547,0.0
10,0.01856208789265818,0.0,0.01703428394264645,0.0
11,0.01584401023056772,0.0,0.014914963704844316,0.0
12,0.014532905485894945,0.0,0.015496047317153878,0.0
13,0.014870519956780804,0.0,0.014104879150787989,0.0
14,0.01786757581349876,0.0,0.015466102502412267,0.0
15,0.014749880880117416,0.0,0.014394194612072574,0.0
16,0.013012649491429329,0.0,0.01724274197800292,0.0
17,0.01258818908698029,0.023185775022356733,0.01231200796448522,0.08784432325103722
18,0.011928785281876722,0.0898656019661213,0.01743221500267585,0.13033106291426724
19,0.011524960864335299,0.12345968603166517,0.01759513405462106,0.13190074873081406
20,0.0129519814832343,0.0266759894906348,0.013689839281141758,0.0
21,0.010953065214885606,0.1052355982848801,0.15506566626330218,0.17028849091567733
22,0.010821004087726275,0.09473473394492174,0.019638515077531338,0.13286242807607265
23,0.00948216538462374,0.1043227171906447,0.16365646881361803,0.1581574014074554
24,0.009099161200639274,0.11737184166990937,0.045817230310704976,0.15617708489687965
25,0.010789365248961581,0.11038689119423599,0.01972178038623598,0.14632956003929046
26,0.008649338036775589,0.08402615394298676,0.01317167602893379,0.12081486435051565
27,0.008126006616900364,0.12409453397411802,0.0643432800554567,0.1441317807522695
28,0.008697349371181594,0.10161685076889755,0.09478835678762859,0.15373396210156928
29,0.007928319068418609,0.11139641040902475,0.09020223365061814,0.1851663662317671
30,0.007706633044613732,0.11389342602745334,0.09834178361213869,0.15751642879592065
31,0.007799238639159335,0.1386736239006825,0.11314855122731791,0.16804501680088535
32,0.007346558332857158,0.11797912955805152,0.14145973200599352,0.1929849796077866
33,0.007107925342602862,0.1775987882222835,0.2116524080435435,0.15907040597347188
34,0.00762921820084254,0.13641432850555446,0.1524808398551411,0.166417970433033
35,0.007245776346988148,0.16140522336184773,0.11523116711113188,0.17492318523452155
36,0.006978852881325616,0.18708959046581597,0.134017798014813,0.1637093323828354
37,0.006833113419512908,0.18506875525634292,0.15237462686167824,0.17685481576326645
38,0.006842644781702095,0.18317495069702722,0.060879884701636106,0.17535763180518926
39,0.006304545793682337,0.21271671801015107,0.015168833235899607,0.15863365388559186
40,0.006287570887555678,0.20572178306143984,0.21759551163348886,0.15571592256374864
41,0.0063646649941802025,0.2202962029541092,0.10870990664180782,0.19073642877465855
42,0.006168794973442952,0.23683990035009572,0.21926001583536467,0.1522701239036496
43,0.005867816197375457,0.26187170499868445,0.14361565260009634,0.13899829888741805
44,0.005790545605123043,0.2262681486642356,0.10385310691263941,0.1837597406224857
45,0.005288360226485465,0.2857879957607172,0.13471298126710785,0.16502761582853118
46,0.005711116000182099,0.25621405129769065,0.016230059063269034,0.12015979553260256
47,0.005341193017860253,0.3146376926839112,0.013661833169559637,0.10545560264561156
48,0.005732634880890449,0.25278601229688186,0.12587797683146265,0.1627655537373253
49,0.005593942866350214,0.3151206302393093,0.15924376828802955,0.17272682165865616
50,0.0051744303200393915,0.22557783304330353,0.011743756942451,0.08045682847213816
51,0.005311734689813521,0.2897131824138372,0.013643690798845556,0.07824239668608654
52,0.005430530523881316,0.3056242867517377,0.011346492657644881,0.12215724018661048
53,0.004635145240980718,0.33131513134112606,0.01185283214888639,0.10387235597927422
54,0.005603388598602679,0.3092021165286133,0.012400783339722289,0.1090527569163282
55,0.005787673561523358,0.19730570070851483,0.215495722161399,0.1557207380389905
56,0.005123585436700119,0.33012800490114463,0.12927711382508278,0.17451550276468464
57,0.004667539459963639,0.3612460584682807,0.011217397016783556,0.13397689561241555
