epoch,train_loss_all,train_acc_all,val_loss_all,val_acc_all
0,0.00541748044689974,0.0001224889759921607,0.0026820259473214927,0.0
1,0.002459271707966064,0.0,0.002001264316137307,0.0
2,0.0019311960383604926,0.0,0.0016751231697316354,0.0
3,0.0016287355728519077,0.0,0.001461152717148742,0.0
4,0.001426362396719364,0.0,0.0013548608358877783,0.0
5,0.0012641867192891927,0.0,0.001278158881737349,0.0
6,0.0010170448580398583,0.07118167001113193,0.011937500658230139,0.15395199441826957
7,0.0008347141175853232,0.13900539404943893,0.0010212729819333898,0.1382969520509586
8,0.0007339110933781529,0.1852371828112439,0.0010016655634479741,0.13762011136521984
9,0.0006665948290342035,0.23042471051726945,0.000998795995166382,0.13540498552140048
10,0.0006159752329739814,0.24976523573231782,0.0009954538142595154,0.134826261610416
11,0.0005743262299802154,0.2719541501608195,0.0009976307695838981,0.1346641254915717
12,0.0005415826095626331,0.2871406613741092,0.0010001518754646755,0.1392724900296024
13,0.0005165478158652639,0.29929178069483675,0.0010145108143870647,0.1357507577693557
14,0.0004968565805868891,0.3113039662111681,0.0010091390823408102,0.13868116506784384
15,0.0004740153884855457,0.3229557848468724,0.0011587973724370105,0.23661349578253446
16,0.00045527930174452753,0.34603844469117134,0.0012338589876890182,0.24317465529607032
17,0.0004399594091899836,0.35717923579029354,0.0011757960847507303,0.23641636930403007
18,0.0004280722429169915,0.3657262998406112,0.0020384608696286497,0.2670255490808894
19,0.00041519604788985674,0.37807485736406166,0.0034833076911476944,0.2785231184384794
20,0.0004066833666561601,0.3892532656066194,0.002270840126304672,0.2686209450030055
21,0.00039470725459977984,0.4073186276550486,0.004383028511745999,0.269285841465556
22,0.0003859955703284448,0.4144731679465744,0.004152723229848421,0.2341926235352355
23,0.000377459679909337,0.42188261475663513,0.004250883617295096,0.20401575682873652
24,0.00036721307976851956,0.43445243674670814,0.0074125462426589085,0.23992824198252713
25,0.000357527460437268,0.44201452906814426,0.007255324440148587,0.2267896539737455
26,0.0003489601916114155,0.4432072998929881,0.0011182925395237713,0.19597160105730074
27,0.0003420784532164152,0.4583986207869265,0.005382230532212326,0.19963935329134072
28,0.0003327164539279273,0.46509243857959387,0.0056386954473474854,0.22741610373105187
