epoch,train_loss_all,train_acc_all,val_loss_all,val_acc_all
0,6.126586528924795,0.11001405258698818,6.0061852014981785,0.14096873998641968
1,5.537328004837036,0.22236973735002372,4.74448666205773,0.1394551731646061
2,3.976135859122643,0.21293887725243202,3.614013066658607,0.13080419112856573
3,3.424602829493009,0.25693697138474536,3.4424100197278538,0.16286222951916549
4,3.2645378846388597,0.31917085498571396,3.3172553044099073,0.23608889975226843
5,3.168713798889747,0.354203903904328,3.2116291522979736,0.24032130407599303
6,3.008417477974525,0.36169318625560176,3.1931502360564012,0.23744436983878797
7,2.8997520758555484,0.3612641107577544,3.0838662019142737,0.23780109676030967
8,2.758902806502122,0.37219067834890807,3.120134472846985,0.23906832016431367
9,2.6659635580503025,0.3818408732230847,3.120059994550852,0.24691559001803398
10,2.579574759189899,0.38833045271726757,3.166137511913593,0.24012699551307237
11,2.502324315217825,0.4027887743252974,3.2507583453105044,0.24332790076732635
12,2.420312688900874,0.4161940858914302,3.109599544451787,0.2523610213628182
13,2.365264736689054,0.42612158679045165,3.371688430125897,0.23870548835167518
14,2.29623857828287,0.4487050095429787,3.337634352537302,0.2399295631509561
15,2.2402003361628604,0.46439540042327,3.3274302299206076,0.2426473074234449
16,2.174895534148583,0.4781447098805354,3.477326457317059,0.24613257096363947
17,2.1157608811671915,0.4866234213113785,3.660656085381141,0.24189071070689422
18,2.0772321086663466,0.4985095812724187,3.67615990455334,0.2550065236595961
19,2.026301003419436,0.5020122734399942,3.6098853533084574,0.2585713252998315
20,1.9474760477359478,0.5184108442985095,3.3901508496357846,0.2719340043572279
21,1.9117756623488207,0.5261976844989337,3.5707315023128805,0.2589314224628302
22,1.8442288728860707,0.5362375642244632,3.5590720910292406,0.287395552946971
23,1.7831936845412621,0.5468627088345014,3.7058251912777243,0.281612285054647
24,1.731309542289147,0.55868833225507,3.580409022477957,0.278844894698033
25,1.6811485611475432,0.5667942326802474,3.6306639909744263,0.27968190151911515
26,1.617653305713947,0.5774540729247607,3.8700820941191454,0.27606992480846554
27,1.5735509991645813,0.5915724451725299,3.886825148875897,0.2762481627555994
28,1.5241673726301928,0.5952505927819473,3.8082166543373694,0.2874899162695958
29,1.465542495250702,0.6106776021994077,3.860496713564946,0.3036668352209605
30,1.4026963573235731,0.6269479256409866,3.8445422649383545,0.29770364612340927
31,1.3601862008755023,0.6382109316495749,3.6742981305489173,0.30150631414009976
32,1.308256277671227,0.6463051919753735,3.941500049370986,0.2851501250496277
33,1.2636934152016273,0.6610145706396836,4.061482081046472,0.30050670584807027
34,1.2188858023056617,0.6641323589361631,4.102438220610986,0.3005754638176698
35,1.1830810858653142,0.6751230886349311,3.809297506625836,0.3046137352402394
36,1.1244862629817083,0.6883119642734528,3.946392609522893,0.3145184706036861
37,1.08143812417984,0.7083435838039105,4.084851521712083,0.31239490382946455
38,1.0393638679614434,0.7130533984074225,4.1290108194718,0.32269790653999036
39,1.0087491159255688,0.720577936906081,4.156701060441824,0.31223364117053837
40,0.9780605527070853,0.731051321213062,3.8790126672157874,0.3129196952168758
41,0.9462613188303434,0.7355910768875709,4.065164300111624,0.3311449352365274
42,0.9124262355841123,0.7455477668688848,4.048902988433838,0.3286071110230226
43,0.8894965098454402,0.7547444907518533,4.026244915448702,0.34134089660186034
44,0.858799370435568,0.7623509970995096,4.233724007239709,0.33288048895505756
45,0.822234754378979,0.7710677110231839,4.157949264232929,0.3295330766301889
46,0.7928991524072794,0.7767777832654806,4.0882821541566114,0.35094488985263383
47,0.7685219393326685,0.7865708103546729,3.958508564875676,0.35806800023867535
48,0.7453610071769128,0.7931835949420929,3.889530530342689,0.3527911849893056
49,0.7214412689208984,0.7969572406548721,3.948360103827256,0.3703197266619939
50,0.7074636198007144,0.801754199541532,3.9581363017742452,0.3765746452487432
51,0.6612458710487072,0.8166439945881183,3.9735685953727136,0.37106067458024394
52,0.6414366547877972,0.8204865982899299,4.09792316876925,0.3700951968248074
53,0.6328478409693792,0.8260804552298325,4.046934036108164,0.3773821976322394
54,0.606435361963052,0.8280729720225701,4.008924695161673,0.37419749108644634
55,0.5891522054488842,0.8361596075388101,3.9701564587079563,0.39279377517791897
56,0.5912442826307737,0.8328854235318991,4.122485963197855,0.39238018829088944
57,0.6247309033687298,0.8187898099422455,4.217312455177307,0.38799614631212676
58,0.6148158036745511,0.8207977139032804,4.076345636294438,0.4010501652956009
59,0.5917515170115691,0.8297266707970545,4.013640504616958,0.3899487726963483
60,0.5602787297505599,0.8357891715489901,4.074536360227144,0.4109981380976163
61,0.5334819406270981,0.8472002102778509,3.783185839653015,0.42554789265761006
62,0.5164174769933407,0.8496251862782699,3.961058048101572,0.41618189960718155
63,0.4982402531000284,0.8576282744224255,3.981968778830308,0.42980631039692807
64,0.47620098292827606,0.861607340665964,4.312648525604835,0.409638381921328
65,0.4738807655297793,0.8629458409089309,4.038748640280503,0.43364094083125776
66,0.4555597763795119,0.8660948803791633,3.71982249388328,0.45396638546998686
67,0.4407806144310878,0.8693870351864741,4.169895227138813,0.44021287159277844
68,0.429019400706658,0.8744733173113602,4.028516237552349,0.4353822635916563
69,0.4323322566655966,0.8721769291620988,3.9074749717345605,0.45469694756544554
70,0.42600256777726686,0.8732587718046628,3.874230669094966,0.45635488400092494
